Company,Ticker,Sector,Current Close,Open,Previous Close,Price Change (%),Beta,P/E Ratio,Market Cap,52-Week High,52-Week Low,Dividend Yield,Average Volume,RSI Score,Price Change (%)_normalized,Beta_normalized,P/E Ratio_normalized,Market Cap_normalized,Dividend Yield_normalized,RSI Score_normalized,score
Expedia,EXPE,Consumer Cyclical,125.5,124.49,123.61,1.529,1.785,23.814041,16625110016.0,160.05,92.48,,2376519.0,46.45260853810492,0.4491931818181818,0.9999465892469632,0.0,0.004797679027527707,,0.46452608538104917,0.31076930332699354
Exponent,EXPO,Industrials,94.29,94.8,94.25,0.042,0.654,47.862946,4777702400.0,102.72,64.61,0.0119,237495.0,61.54338948124158,0.43229545454545454,0.9999386471536574,0.0,0.0013787506947841397,0.008015345618962801,0.6154338948124158,0.29350461869724026
Extreme Networks,EXTR,Technology,13.31,13.05,12.97,2.621,1.792,,1729607936.0,32.73,10.5,,2378936.0,79.76801997416018,0.4616022727272728,0.9999466384022709,,0.0004991307085709114,,0.7976801997416019,0.00975955019140054
Ezcorp,EZPW,Financial Services,9.99,10.14,10.07,-0.794,1.046,8.121951,548874560.0,11.52,7.7,,536185.0,33.099092431150765,0.4227954545454546,0.9999413998508951,0.0,0.00015839432779756992,,0.3309909243115077,0.27963920249180996
Falconstor Software,FALC,Technology,1.43,1.43,1.43,0.0,2.281,,10202335.0,2.6,0.57,,491.0,4.976595081983675,0.4318181818181818,0.9999500722516314,,2.9441405661190266e-06,,0.04976595081983674,-0.0252687953744119
Fulton Financial Corp.,FULT,Financial Services,16.36,16.46,16.35,0.061,0.768,10.161491,2973609984.0,17.68,11.63,0.0416,1747739.0,36.33545363641904,0.4325113636363636,0.9999394476829562,0.0,0.0008581251810962183,0.02836199219017606,0.3633545363641904,0.2933118780061418
First United Corp.,FUNC,Financial Services,20.4,20.73,20.51,-0.536,0.779,9.488372,135632256.0,24.29,13.8,0.0392,25145.0,49.97707165816896,0.42572727272727273,0.9999395249270112,0.0,3.914074361888659e-05,0.026717818729876,0.4997707165816896,0.31916675955306484
Royce Focus Trust,FUND,Financial Services,7.5,7.48,7.48,0.267,1.071,8.064516,223854752.0,8.47,6.75,0.0679,25672.0,27.34572216395749,0.4348522727272728,0.9999415754055658,0.0,6.460001715248288e-05,0.046379393025964236,0.2734572216395749,0.27920746630335735
Forward Air Corp.,FWRD,Industrials,19.33,18.79,18.79,2.874,1.0,,511054272.0,121.38,11.21,0.0497,1336600.0,25.938091622703197,0.46447727272727274,0.9999410768303009,,0.00014748013809575748,0.03391107761868877,0.25938091622703197,0.02835063000901454
German American Bancorp,GABC,Financial Services,34.08,34.28,33.96,0.353,0.615,12.000001,1011010496.0,35.67,24.85,0.0305,103014.0,67.47486242951125,0.4358295454545455,0.9999383732883709,0.0,0.0002917576505075571,0.02075768993628828,0.6747486242951125,0.28461158338263065
Gaiam,GAIA,Communication Services,4.66,4.7,4.68,-0.427,0.607,,109258360.0,5.02,2.11,,32172.0,66.22688348243926,0.4269659090909091,0.9999383171108762,,3.1529757046815206e-05,,0.6622688348243926,0.031600440663374904
Gladstone Investment Corp.,GAIN,Financial Services,14.06,14.02,14.05,0.071,1.308,5.692308,515843136.0,14.96,12.14,0.0683,98488.0,28.021247625111755,0.432625,0.9999432396638447,0.0,0.0001488621098605463,0.046653421936014246,0.28021247625111756,0.28028749188202795
Galectin Therapeutics Inc,GALT,Healthcare,2.19,2.05,2.06,6.311,0.635,,136104336.0,4.27,1.35,,219473.0,28.370425993076324,0.503534090909091,0.9999385137321076,,3.927697660247549e-05,,0.28370425993076326,0.03228104194696578
Shanda Games Limited,GAME,Communication Services,1.26,1.26,1.25,0.8,,,38256876.0,4.584,0.98,,145539.0,63.604937308051255,0.44090909090909086,,,1.1040128160694589e-05,,0.6360493730805126,0.08892759303307719
Stealthgas,GASS,Industrials,7.06,7.32,7.33,-3.683,0.838,4.9718313,255685664.0,8.84,4.14,,141516.0,18.475727882692766,0.3899659090909091,0.9999399392360342,0.0,7.37857909876715e-05,,0.18475727882692766,0.24545972678451722
Glacier Bancorp,GBCI,Financial Services,36.29,36.78,36.46,-0.466,0.796,20.737143,4114886912.0,44.06,26.84,0.0364,523968.0,52.654603992906566,0.4265227272727273,0.9999396443041874,0.0,0.0011874752086394708,0.024799616359525933,0.5265460399290657,0.31375390746744636
Golub Capital Bdc,GBDC,Financial Services,15.93,15.82,15.77,1.015,0.549,7.847291,4199673600.0,17.72,13.37,0.0979,1142306.0,31.029097966310147,0.44335227272727273,0.9999379098240401,0.0,0.0012119429757019634,0.066931561279715,0.3102909796631015,0.2920747524128203
Global Indemnity Plc,GBLI,Financial Services,30.94,30.65,31.34,-1.276,0.446,12.475806,420920128.0,37.0,26.5,0.0452,2988.0,66.61286104159272,0.41731818181818175,0.9999371865387965,0.0,0.00012146920062678634,0.030828252380626156,0.6661286104159272,0.2855560839318501
Greene County Bancorp,GCBC,Financial Services,30.03,30.7,30.34,-1.022,0.419,20.854166,511314816.0,36.78,22.34,0.0107,25714.0,40.76397536259876,0.4202045454545455,0.999936996939752,0.0,0.00014755532595899293,0.007193258888812769,0.4076397536259876,0.2960183401597625
Gencor Industries Inc.,GENC,Industrials,18.56,18.525,18.38,0.979,0.432,16.13913,272046912.0,20.45,13.5,,31304.0,39.29260884840146,0.4429431818181818,0.9999370882281808,0.0,7.850732469017529e-05,,0.39292608848401456,0.2950408368791811
Genetic Technologies Ltd,GENE,Healthcare,1.29,1.38,1.41,-8.511,0.508,,4949033.0,4.75,1.23,,61655.0,31.84503307112338,0.3351022727272727,0.99993762191438,,1.4281411483221365e-06,,0.3184503307112338,0.0139617876740145
Oyo Geospace Corp.,GEOS,Energy,8.97,8.92,8.97,0.0,0.665,7.537815,119858040.0,17.09,7.27,,112091.0,33.952061111889265,0.4318181818181818,0.9999387243977125,0.0,3.458861578153736e-05,,0.33952061111889265,0.2826864359183127
Geron Corp.,GERN,Healthcare,4.53,4.565,4.53,0.0,0.477,,2686892544.0,5.34,1.64,,11968921.0,52.178817704554035,0.4318181818181818,0.9999374042265883,,0.0007753841789394386,,0.5217881770455404,0.060498889858854314
Gevo,GEVO,Basic Materials,0.5593,0.5579,0.5579,0.251,2.895,,132125112.0,1.86,0.53,,4003263.0,40.60787677848935,0.4346704545454545,0.9999543838743455,,3.81286509841723e-05,,0.4060787677848935,0.046424696216460726
Grupo Financiero Galicia S.A.,GGAL,Financial Services,28.53,28.11,28.46,0.246,1.85,11.366534,6469776896.0,37.83,10.57,0.0554,1113278.0,23.386791194818755,0.43461363636363637,0.9999470456891073,0.0,0.001867050044565471,0.03781598958690142,0.23386791194818757,0.2697208261971091
Gulf Island Fabrication,GIFI,Industrials,6.26,6.32,6.27,-0.159,0.497,,101928456.0,7.93,3.13,,65519.0,34.82763706704266,0.43001136363636366,0.9999375446703249,,2.9414491220386975e-05,,0.3482763706704266,0.034166165661629416
Giga-Tronics Inc.,GIGA,Technology,0.1175,0.1175,0.1175,0.0,,,931963.0,0.73,0.06,,5372.0,59.04960712971263,0.4318181818181818,,,2.688939203406966e-07,,0.5904960712971263,0.09667353990269403
Gigamedia Limited,GIGM,Communication Services,1.27,1.275,1.28,-0.781,0.387,,14036294.0,1.56,1.23,,8501.0,59.34945181218203,0.42294318181818186,0.9999367722297734,,4.050545568507457e-06,,0.5934945181218203,0.04474930147994273
G-III Apparel Group,GIII,Consumer Cyclical,26.43,26.83,26.58,-0.564,2.247,6.955263,1189030272.0,35.68,18.47,,593754.0,53.80986695734933,0.4254090909090909,0.9999498334972792,0.0,0.0003431306491991101,,0.5380986695734933,0.30623095943685696
Gilead Sciences,GILD,Healthcare,67.55,67.85,66.69,1.29,0.2,187.63889,84157169664.0,87.87,62.07,0.0456,7692285.0,46.75089009649114,0.4464772727272727,0.9999354590808361,0.0,0.0242861004259154,0.03110228129067617,0.4675089009649114,0.31912889149471635
Gilat Satellite Networks Ltd,GILT,Technology,4.47,4.5,4.48,-0.223,0.568,11.174999,254861952.0,7.16,4.31,,258032.0,35.86541871139595,0.4292840909090909,0.9999380432455899,0.0,7.354808393933651e-05,,0.35865418711395947,0.28613700154299043
Gladstone Capital Corp.,GLAD,Financial Services,24.03,23.75,23.72,1.307,1.255,5.5625,522760640.0,24.05,18.4,0.082399994,111278.0,84.70336368825707,0.44667045454545456,0.9999428674879428,0.0,0.00015085836517512893,0.05631293690484346,0.8470336368825707,0.2588772272739959
Globus Maritime Limited,GLBS,Industrials,1.85,1.89,1.88,-1.596,0.246,15.416667,38077256.0,3.15,0.68,,44447.0,5.912851098813675,0.41368181818181815,0.9999357821014303,0.0,1.0988293368896083e-05,,0.059128510988136755,0.22388549554409395
Glen Burnie Bancorp,GLBZ,Financial Services,4.12,4.0,4.0,3.0,0.62,11.771428,11921838.0,8.25,3.37,0.0971,7788.0,63.46270371827627,0.4659090909090909,0.999938408399305,0.0,3.440355241555544e-06,0.066383503459615,0.6346270371827627,0.30624416008732774
Great Lakes Dredge & Dock Corp.,GLDD,Industrials,8.25,8.41,8.32,-0.841,1.139,14.473684,552826752.0,9.78,6.12,,416106.0,12.631066952051299,0.42226136363636363,0.9999420529142703,0.0,0.0001595348525134575,,0.12631066952051298,0.23862308664338142
Golar Lng Limited,GLNG,Energy,33.57,33.37,33.59,-0.06,0.634,32.278847,3510314240.0,33.96,19.94,0.0298,1170316.0,86.85965561785834,0.4311363636363636,0.9999385067099207,0.0,0.0010130074512617472,0.020278139343700763,0.8685965561785833,0.24511422125261206
Greenlight Capital Re,GLRE,Financial Services,12.39,12.12,12.11,2.312,0.84,3.983923,437628448.0,13.61,9.94,,65716.0,37.95586443637121,0.45809090909090905,0.9999399532804079,0.0,0.00012629089246791105,,0.37955864436371206,0.2946439989975848
Gentex Corp.,GNTX,Consumer Cyclical,33.44,33.5,33.45,-0.03,0.921,17.693121,7730792448.0,37.58,27.86,0.014400001,1361185.0,29.7875482789984,0.4314772727272727,0.9999405220775412,0.0,0.0022309542790193105,0.00972802699184764,0.297875482789984,0.27647133608560504
Gogo Inc.,GOGO,Communication Services,9.78,9.93,9.83,-0.509,1.13,8.358974,1243086848.0,17.94,7.53,,778680.0,65.77030544596374,0.4260340909090909,0.9999419897145889,0.0,0.0003587303116103123,,0.6577030544596374,0.28240617680413826
Randgold Resources Limited,GOLD,Basic Materials,17.38,17.25,17.44,-0.344,0.431,21.195122,30527447040.0,18.95,13.76,0.023,21855134.0,45.962439965338916,0.4279090909090909,0.9999370812059941,0.0,0.00880961948600509,0.015619647872850586,0.45962439965338914,0.31012242696961273
Grifols S.A.,GRFS,Healthcare,8.41,8.48,7.04,19.46,0.672,84.1,6681828864.0,12.15,5.3,,1315393.0,64.87297227173099,0.6529545454545455,0.9999387735530202,0.0,0.001928244063114316,,0.6487297227173099,0.31839618432572925
Garmin Ltd,GRMN,Technology,161.53,162.64,161.93,-0.247,0.996,22.782791,31026358272.0,171.64,99.61,0.0186,771213.0,35.24965293532607,0.42901136363636366,0.9999410487415537,0.0,0.00895359543432185,0.012605329862300473,0.3524965293532607,0.2882733310578436
U.S. Global Investors,GROW,Financial Services,2.635,2.63,2.63,0.19,1.788,21.958334,36830184.0,3.3,2.47,0.0342,19986.0,66.49898566430225,0.4339772727272727,0.9999466103135237,0.0,1.0628412968730471e-05,0.023292457354250874,0.6649898566430226,0.2867635128612811
Groupon Inc,GRPN,Communication Services,14.55,14.49,14.41,0.972,1.827,,575318656.0,19.56,6.06,,1246524.0,77.2316171030623,0.4428636363636364,0.9999468841788101,,0.0001660255727060418,,0.772316171030623,0.01198822538781047
Gravity Co.,GRVY,Communication Services,80.31,82.32,80.55,-0.298,1.411,6.2988234,558066112.0,88.85,59.0,,38291.0,25.398852701859994,0.42843181818181814,0.9999439629490884,0.0,0.00016104682854484276,,0.2539885270185999,0.2650841865189384
Great Southern Bancorp,GSBC,Financial Services,53.55,53.42,52.92,1.19,0.657,10.56213,624280512.0,61.94,45.66,0.0299,24659.0,58.99662872654474,0.44534090909090907,0.9999386682202178,0.0,0.00018015499933909186,0.020346646571213264,0.5899662872654474,0.30290135690270165
Gsi Technology,GSIT,Technology,2.7,2.78,2.77,-2.527,0.932,,68705280.0,6.86,1.88,,182329.0,52.55609663007774,0.4031022727272727,0.9999405993215963,,1.982693743547919e-05,,0.5255609663007774,0.05536107041051934
Globe Specialty Metals Inc.,GSM,Basic Materials,5.71,5.69,5.7,0.175,1.865,18.419355,1072823296.0,6.78,4.26,0.0091,1386332.0,34.11619794798395,0.43380681818181815,0.9999471510219096,0.0,0.00030959560629467833,0.006097143248612729,0.3411619794798395,0.28455909173140165
Goodyear Tire & Rubber Company,GT,Consumer Cyclical,10.86,10.88,10.86,0.0,1.744,,3091700736.0,16.51,10.78,,2645837.0,16.113993678148816,0.4318181818181818,0.9999463013373032,,0.0008922038446261652,,0.16113993678148816,-0.0029046951202428006
Good Times Restaurants Inc.,GTIM,Consumer Cyclical,2.48,2.48,2.51,-1.195,1.867,35.42857,27285208.0,3.5,2.15,,15360.0,53.73701391187944,0.41823863636363634,0.9999471650662833,0.0,7.87392102083079e-06,,0.5373701391187944,0.3052678385162603
Chart Industries,GTLS,Industrials,139.23,143.7,142.61,-2.37,1.75,125.43243,5959182848.0,184.65,109.48,,481498.0,32.03005954822763,0.40488636363636366,0.9999463434704241,0.0,0.0017197026658123443,,0.32030059548227624,0.2749704095614486
Gulf Resources,GURE,Basic Materials,1.09,1.06,1.14,-4.386,0.195,,11370771.0,2.63,0.85,,106295.0,33.791956345039466,0.3819772727272727,0.9999354239699019,,3.281328166552607e-06,,0.33791956345039464,0.0248872893349963
Gyrodyne Company Of America,GYRO,Real Estate,8.09,8.0295,8.04,0.622,0.561,44.944443,17792418.0,11.1,7.77,,1632.0,70.84842041707557,0.43888636363636363,0.999937994090282,0.0,5.134488923976633e-06,,0.7084842041707557,0.2741428277511676
Hawaiian Holdings,HA,Industrials,13.01,12.68,12.62,3.09,2.391,,674554176.0,14.89,3.7,,618509.0,40.61145964733692,0.4669318181818182,0.9999508446921829,,0.00019466298790600016,,0.4061145964733692,0.051287073851518886
Hanmi Financial Corp.,HAFC,Financial Services,15.97,15.95,15.78,1.204,0.895,6.6541667,485281984.0,20.31,13.87,0.0626,184701.0,54.35299667951749,0.4455,0.9999403395006835,0.0,0.00014004276373515652,0.04274850996780161,0.5435299667951748,0.31668867896083047
The Hain Celestial Group,HAIN,Consumer Defensive,7.17,7.08,7.01,2.282,0.769,,644182144.0,13.24,5.69,,1222973.0,68.49498449653683,0.45774999999999993,0.9999394547051429,,0.00018589821808516965,,0.6849498449653683,0.031697175358220565
Hallmark Financial Services,HALL,Financial Services,0.0001,0.0001,0.0001,0.0,0.928,,181.0,6.2382,0.0001,,2116.0,78.090093048067,0.4318181818181818,0.9999405712328491,,0.0,,0.78090093048067,0.008598484053308368
Halozyme Therapeutics,HALO,Healthcare,52.55,51.83,51.56,1.92,1.271,21.804977,6688248832.0,53.22,32.83,,1183781.0,33.764708423924205,0.45363636363636367,0.9999429798429321,0.0,0.0019300967393454322,,0.33764708423924206,0.2857735830829443
Hasbro,HAS,Consumer Cyclical,56.83,56.67,56.59,0.424,0.607,,7911645696.0,73.58,42.66,0.0493,1889693.0,35.2505486166595,0.43663636363636366,0.9999383171108762,,0.002283144961884045,0.03363704870863876,0.352505486166595,0.042958444305602084
Hauppauge Digital,HAUP,Technology,0.07,0.05,0.07,0.0,-5.442,,4203346.0,0.07,0.001,,1542.0,50.14850536057231,0.4318181818181818,0.9998958399027353,,1.212950577161615e-06,,0.501485053605723,0.06448625385636686
Haynes International,HAYN,Industrials,58.96,58.825,58.89,0.119,1.391,19.918919,753679744.0,60.86,41.15,0.0149,164685.0,29.634420452900727,0.43317045454545455,0.9999438225053519,0.0,0.00021749706731374186,0.010070562444337877,0.2963442045290073,0.27628588903268336
Huntington Bancshares Inc.,HBAN,Financial Services,12.99,12.95,12.84,1.168,1.08,11.7027025,18825758720.0,14.3,9.25,0.0477,16475693.0,36.88508520672491,0.4450909090909091,0.9999416386052472,0.0,0.0054327428700479885,0.03254093306843872,0.3688508520672491,0.29759110381725395
Huntington Bancshares Inc.,HBANP,Financial Services,17.65,17.72,17.55,0.57,1.08,22.686375,,19.92,13.71,0.0637,33562.0,51.39007809473919,0.43829545454545454,0.9999416386052472,0.0,,0.04350208947043913,0.5139007809473919,0.3216704160259029
Home Bancorp,HBCP,Financial Services,38.68,38.01,38.0,1.789,0.692,8.160338,314403808.0,44.0,31.47,0.025899999,14921.0,63.00747638707286,0.4521477272727273,0.9999389139967569,0.0,9.073069004698962e-05,0.017606356785640886,0.6300747638707286,0.29534365934322054
Harvard Bioscience,HBIO,Healthcare,2.785,2.75,2.72,2.39,1.307,,120951440.0,5.88,2.71,,148542.0,36.99879434361081,0.45897727272727273,0.999943232641658,,3.4904149471285084e-05,,0.36998794343610814,0.04285334674709387
Horizon Bancorp [In],HBNC,Financial Services,12.09,12.05,11.89,1.682,1.046,22.388887,533360032.0,14.71,9.22,0.0529,153024.0,57.16860063072429,0.4509318181818182,0.9999413998508951,0.0,0.00015391714079872738,0.03610330889908886,0.5716860063072429,0.31054448497463233
The Hackett Group,HCKT,Technology,21.61,21.24,21.18,2.03,0.92,17.150795,596736384.0,26.69,20.23,0.020399999,97304.0,46.87905845492849,0.45488636363636364,0.9999405150553544,0.0,0.00017220630687638498,0.013838459272453243,0.4687905845492849,0.3147819324349544
Healthcare Services Group,HCSG,Healthcare,10.72,10.79,10.7,0.187,0.536,18.807018,789489408.0,15.03,8.75,,570832.0,53.144138977020205,0.4339431818181818,0.9999378185356113,0.0,0.0002278310305573365,,0.531441389770202,0.3088322005681815
Hudson Technologies,HDSN,Basic Materials,8.32,8.37,8.33,-0.12,1.254,8.577319,378650688.0,15.24,7.9,,526475.0,23.10000696068606,0.4304545454545455,0.9999428604657559,0.0,0.00010927107334786717,,0.2310000696068606,0.2607848368003131
H&E Equipment Services,HEES,Industrials,43.4,43.09,42.69,1.663,1.878,9.313305,1585289216.0,66.18,38.06,0.0253,292691.0,36.51836076577948,0.45071590909090903,0.9999472423103385,0.0,0.00045748317041354066,0.017195314105638144,0.3651836076577948,0.29413419480233044
Helen Of Troy Limited,HELE,Consumer Defensive,89.01,89.12,88.06,1.079,0.842,12.66145,2030611840.0,143.68,87.27,,324840.0,36.1290073097158,0.4440795454545455,0.9999399673247816,0.0,0.0005859945026605319,,0.36129007309715805,0.28893454915540134
Home Federal Bancorp Inc. Of Louisiana,HFBL,Financial Services,11.16,11.16,11.325,-1.457,0.508,8.266666,35026664.0,16.5,10.6,0.044699997,2885.0,42.98561845736707,0.4152613636363636,0.99993762191438,0.0,1.0107952643018176e-05,0.03048571418784682,0.4298561845736707,0.30436483290158434
Heritage Financial Corp.,HFWA,Financial Services,17.26,17.34,17.13,0.759,0.544,12.977444,598745984.0,22.55,15.5,0.0521,175288.0,37.69246527421018,0.4404431818181818,0.9999378747131059,0.0,0.00017278623782838518,0.03555525107898883,0.3769246527421018,0.2985859491894176
Hibbett Sports,HIBB,Consumer Cyclical,87.23,87.25,87.19,0.046,1.882,10.769135,1042224064.0,87.39,36.61,0.0115,563113.0,40.1502156578982,0.4323409090909091,0.9999472703990859,0.0,0.00030076527103182235,0.007741316708912789,0.40150215657898203,0.2967351805084099
Hingham Institution For Savings,HIFS,Financial Services,181.98,181.09,177.47,2.541,1.007,16.132978,396761888.0,229.99,147.01,0.0138,12739.0,47.71516905755118,0.4606931818181818,0.9999411259856088,0.0,0.00011449760870707612,0.00931698294170035,0.47715169057551177,0.31641504913847945
Highway Holdings,HIHO,Industrials,2.073,2.07,2.1,-1.286,0.136,,9156068.0,2.52,1.85,0.096499994,3559.0,39.72108236839778,0.41720454545454544,0.9999350096608788,,2.6422085312083934e-06,0.06597245598410632,0.3972108236839778,0.055224101006563886
Himax Technologies,HIMX,Technology,8.07,7.82,7.84,2.934,2.257,28.821428,1410022656.0,8.73,4.8,0.0359,892568.0,73.83873851869649,0.46515909090909086,0.9999499037191475,0.0,0.00040690469559536655,0.02445708022196342,0.7383873851869649,0.2770335027410081
Intest Corp.,INTT,Technology,10.51,10.44,10.43,0.767,1.958,17.81356,131265696.0,24.19,9.11,,135290.0,52.85252381233347,0.44053409090909096,0.999947804085285,0.0,3.788064046514154e-05,,0.5285252381233347,0.3103840736672147
Intuit Inc.,INTU,Technology,659.58,660.58,668.75,-1.371,1.232,60.95934,184559058944.0,676.62,455.56,0.0055,1444665.0,75.14229975972545,0.41623863636363634,0.9999427059776456,0.0,0.053260106811649145,0.0036308830581626363,0.7514229975972545,0.2682091126301274
Identive Group,INVE,Technology,4.07,4.08,4.08,-0.245,1.347,,95166776.0,9.26,4.01,,117555.0,40.26319956824542,0.42903409090909095,0.9999435135291312,,2.746320364100759e-05,,0.40263199568245417,0.04488990774030544
