Company,Ticker,Sector,Current Close,Open,Previous Close,Price Change (%),Beta,P/E Ratio,Market Cap,52-Week High,52-Week Low,Dividend Yield,Average Volume,RSI Score
The Cheesecake Factory Inc.,CAKE,Consumer Cyclical,37.5,37.9,37.97,-1.238,1.52,17.123287,1910940032.0,41.25,28.58,0.028399998,1009365.0,65.32302723111479
Cal-Maine Foods,CALM,Consumer Defensive,62.5,62.58,62.87,-0.589,-0.113,11.08156,3064893696.0,64.76,42.25,0.0299,627211.0,78.54257273322095
Calamp,CAMP,Technology,0.4,0.55,0.4,0.0,1.886,,660336.0,38.0673,0.11,,194122.0,8.287045321327824
Camtek Ltd,CAMT,Technology,136.78,139.01,137.24,-0.335,1.429,76.8427,6174700544.0,140.5,33.35,0.0097,466859.0,80.00697146123726
Avis Budget Group,CAR,Industrials,102.03,101.58,102.02,0.01,2.205,3.2754414,3637083648.0,244.95,93.53,,694175.0,29.690367094579358
Carolina Trust Bank,CART,Consumer Cyclical,33.19,34.21,34.11,-2.697,,,8785359872.0,42.95,22.13,,4535444.0,31.625600000256014
Carver Bancorp,CARV,Financial Services,1.49,1.46,1.44,3.472,1.113,,7428559.0,3.03,1.15,,39029.0,24.640479867068777
Meta Financial Group,CASH,Financial Services,57.76,56.9,56.9,1.511,0.688,8.685714,1459629824.0,60.49,41.79,0.0034999999,160381.0,55.80503682569617
Cass Information Systems Inc,CASS,Industrials,39.71,39.96,40.31,-1.488,0.717,18.13242,541791296.0,50.25,35.5,0.0298,39465.0,37.718399755885244
Caseys General Stores,CASY,Consumer Cyclical,360.62,366.6,367.57,-1.891,0.795,26.871832,13125160960.0,389.44,238.44,0.0049,323009.0,43.37468460464632
Cathay General Bancorp,CATY,Financial Services,36.94,36.37,36.32,1.707,1.123,8.172566,2689726976.0,45.72,32.08,0.0374,324118.0,43.19061799095262
Colony Bankcorp,CBAN,Financial Services,12.15,12.15,12.13,0.165,0.575,9.719999,213336976.0,13.58,9.36,0.037100002,32754.0,49.861439761848686
Chicopee Bancorp,CBNK,Financial Services,20.16,20.29,20.02,0.699,0.485,8.615385,280209888.0,25.0,15.0,0.016,22103.0,48.5892697246033
CBOE Holdings,CBOE,Financial Services,168.57,169.31,168.8,-0.136,0.645,22.596516,17725810688.0,199.0,135.72,0.012999999,736311.0,60.00081099043717
Cracker Barrel Old Country Store,CBRL,Consumer Cyclical,39.13,40.33,40.31,-2.927,1.427,14.492593,868776000.0,98.6,38.51,0.0248,951829.0,33.96002176462683
Commerce Bancshares,CBSH,Financial Services,56.3,55.39,55.39,1.643,0.768,15.682451,7292876800.0,57.48,42.96,0.0195,466772.0,59.09699889603291
Capital City Bank Group,CCBG,Financial Services,26.92,26.8,26.96,-0.148,0.559,8.9435215,456110944.0,33.44,25.45,0.0312,29622.0,57.944511614578204
Cnb Financial Corp.,CCNE,Financial Services,19.57,19.48,19.5,0.359,0.698,8.257384,411040448.0,23.4,17.45,0.0359,42501.0,61.02572286669047
Cogent Communications Group,CCOI,Communication Services,58.4,57.26,57.14,2.205,0.391,2.3257666,2863025152.0,86.0,50.8,0.0683,514506.0,76.04728105996
Cross Country Healthcare,CCRN,Healthcare,13.29,13.58,13.68,-2.851,0.636,10.068181,462147776.0,28.15,12.92,,373498.0,57.03755577592073
Concurrent Computer Corp.,CCUR,Technology,2500.0,2500.0,2500.0,0.0,0.331,,10365000.0,3600.0,2000.0,,,0.0
Cadence Design Systems,CDNS,Technology,315.26,319.44,317.36,-0.662,1.033,82.09896,85884084224.0,328.99,217.77,,1598878.0,68.97061055969222
Clean Diesel Technologies,CDTI,Consumer Cyclical,0.415,0.415,0.412,0.728,-0.553,,1868039.0,0.8,0.31,,2270.0,23.83178432499804
Cdw Corporation,CDW,Technology,214.8,216.54,216.87,-0.954,1.034,26.85,28868689920.0,263.37,184.99,0.0114,870959.0,35.181490794036705
Codexis,CDXS,Healthcare,2.98,2.98,2.98,0.0,2.121,,210261648.0,4.91,1.45,,436075.0,52.34460215501752
Cadiz,CDZI,Utilities,3.12,3.15,3.16,-1.266,0.845,,211516032.0,4.3,2.12,,165827.0,72.96646390209077
Career Education Corp.,CECO,Industrials,28.0,27.99,28.0,0.0,1.375,80.0,978193984.0,29.11,11.46,,324950.0,73.47678733372595
Central Garden & Pet Company,CENT,Consumer Defensive,36.64,37.18,37.49,-2.267,0.721,16.504503,2189401088.0,47.48,30.023493,,108906.0,24.617536890466027
Central Garden & Pet Company,CENTA,Consumer Defensive,31.57,32.02,32.25,-2.109,0.721,14.22072,2192956160.0,41.03,27.88,,251078.0,24.014731130390246
Century Aluminum Company,CENX,Basic Materials,18.65,19.8,19.86,-6.093,2.524,8.438913,1728864256.0,21.37,5.7,,1392237.0,49.78248254358844
Ceres Inc.,CERE,Healthcare,40.53,40.46,40.59,-0.148,1.407,,7384363520.0,43.59,19.59,,1568565.0,48.708023042709144
Cerus Corp.,CERS,Healthcare,1.98,1.945,1.96,1.02,1.202,,366082208.0,3.08,1.21,,927890.0,73.73345878944882
Ceva,CEVA,Technology,18.94,19.24,19.21,-1.406,1.147,,446644992.0,27.65,16.38,,141867.0,40.001610928686695
Central Federal Corp.,CFBK,Financial Services,18.56,18.56,18.58,-0.108,0.567,7.669421,118526384.0,22.0,14.69,0.0128999995,2701.0,65.31144084447645
C&F Financial Corp.,CFFI,Financial Services,43.04,41.64,41.82,2.917,0.407,7.0906096,144521440.0,72.0,33.51,0.0421,25865.0,44.86999487410323
Capitol Federal Financial,CFFN,Financial Services,5.51,5.42,5.43,1.473,0.473,,731364352.0,6.88,4.22,0.0626,840711.0,60.93082707242678
California First National Bancorp,CFNB,Financial Services,19.5,19.5,19.5,0.0,0.23,7.9591837,181533104.0,20.0,14.9,0.020499999,47.0,0.23831012181774724
The Carlyle Group L.P.,CG,Financial Services,40.3,40.39,40.49,-0.469,1.741,,14503203840.0,48.52,27.13,0.0346,2102860.0,32.41630378949324
Compugen Ltd,CGEN,Healthcare,1.76,1.75,1.71,2.924,2.601,,157573152.0,3.03,0.53,,358904.0,43.51704999439383
Cognex Corp.,CGNX,Technology,48.46,47.46,47.3,2.452,1.412,85.01754,8318740480.0,59.51,34.28,0.0063,1025849.0,63.5711001925197
Calamos Global Total Return Fund,CGO,Financial Services,11.52,11.83,11.45,0.611,1.177,6.12766,113193680.0,11.83,7.9,0.083900005,30163.0,94.65633289377936
Comstock Homebuilding Companies,CHCI,Real Estate,6.35,6.42,6.31,0.634,0.757,8.037974,62388176.0,8.56,3.85,,29559.0,57.00500671579318
City Holding Company,CHCO,Financial Services,105.89,104.59,104.9,0.944,0.472,13.319497,1563254016.0,115.89,86.56,0.0273,56340.0,54.584990589132495
Churchill Downs Inc.,CHDN,Consumer Cyclical,138.8,138.67,138.67,0.094,0.962,30.707966,10228061184.0,141.57,106.45,0.0028,525370.0,69.72295765459607
The Chefs' Warehouse Inc.,CHEF,Consumer Defensive,39.03,42.17,42.4,-7.948,2.304,43.85393,1552289408.0,42.8,17.29,,277352.0,36.06217534396599
Calamos Convertible Opportunities,CHI,Financial Services,12.0,11.97,11.97,0.251,1.159,12.631579,902856000.0,12.05,9.7,0.0952,163380.0,82.65014092521653
Check Point Software Technologies Ltd,CHKP,Technology,169.89,169.8,169.4,0.289,0.625,23.66156,19181600768.0,170.9199,124.41,,682314.0,85.72280016520014
Chemung Financial Corp,CHMG,Financial Services,44.06,44.66,44.41,-0.788,0.185,8.440614,209389872.0,51.36,37.26,0.0279,8973.0,48.36860310629518
China Natural Resources,CHNR,Industrials,0.73,0.7066,0.7554,-3.362,0.711,,7202012.0,8.85,0.61,,314285.0,51.161997195265776
C.H. Robinson Worldwide,CHRW,Industrials,86.55,87.67,86.62,-0.081,0.809,34.074806,10134573056.0,100.88,65.0,0.028199999,1697103.0,34.60742110750756
Chs Inc,CHSCP,Consumer Defensive,30.0863,30.29,30.45,-1.194,,,,33.41,28.8,0.0659,13047.0,52.54245401703226
Charter Communications,CHTR,Communication Services,293.91,288.51,290.56,1.153,1.041,9.51473,42331856896.0,458.3,236.08,,1213278.0,59.02140725799939
Chuy's Holding Inc,CHUY,Consumer Cyclical,23.9,24.26,24.41,-2.089,1.76,13.976607,411804160.0,42.89,23.74,,153355.0,40.36766093056224
Calamos Global Dynamic,CHW,Financial Services,7.05,7.03,7.04,0.142,1.277,5.7317076,450244032.0,7.08,5.07,0.0875,148242.0,72.87924591961115
Calamos Convertible And High,CHY,Financial Services,11.29,11.36,11.37,-0.704,,11.178218,866649728.0,12.16,10.73,0.105500005,159724.0,65.45053620574402
Ciena Corp.,CIEN,Technology,46.73,47.9,48.1,-2.848,0.945,44.932693,6715334144.0,63.24,39.94,,1619259.0,49.98203829692364
Cincinnati Financial Corp.,CINF,Financial Services,116.93,116.56,116.68,0.214,0.658,7.784953,18321643520.0,124.35,96.86,0.0278,659760.0,38.06364999907433
Cfs Bancorp,CITZ,Financial Services,30.75,30.39,30.75,0.0,,,91722640.0,35.0,28.0,0.0119,480.0,88.48479233431361
Citizens Holding Company,CIZN,Financial Services,7.85,7.85,7.85,0.0,0.008,23.787878,44186156.0,12.09,6.64,0.081999995,3655.0,52.12747905594853
China Jo-Jo Drugstores,CJJD,Healthcare,2.26,2.26,2.15,5.116,-0.02,,10563421.0,9.4,1.95,,7190.0,10.007711890139333
Celldex Therapeutics Inc,CLDX,Healthcare,37.17,36.36,36.36,2.228,1.578,,2449893120.0,53.18,22.11,,658118.0,67.83242432283032
Clearfield,CLFD,Technology,37.44,37.79,37.97,-1.396,1.395,,532894720.0,49.64,22.91,,161242.0,55.99964569154915
Clearsign Combustion Corporatio,CLIR,Industrials,0.92,0.93,0.8802,4.522,1.042,,46185748.0,1.72,0.62,,90639.0,74.53991636135886
Calumet Specialty Products,CLMT,Energy,16.14,16.19,16.14,0.0,1.931,,1297472000.0,19.91,11.91,,100173.0,62.9385618898042
Clean Energy Fuels,CLNE,Energy,2.26,2.36,2.37,-4.641,2.159,,504574400.0,5.25,2.17,,1693595.0,37.53034029013777
Clearone Communications Inc.,CLRO,Technology,0.7,0.7,0.693,1.01,0.887,,16778370.0,2.48,0.63,,151081.0,65.32003175323956
Euro Tech Holdings Company,CLWT,Industrials,1.44,1.4,1.44,0.0,0.792,6.0000005,11111472.0,1.94,1.22,,19291.0,43.65398155022548
Columbus Mckinnon Corp.,CMCO,Industrials,32.11,32.53,32.58,-1.443,1.206,19.9441,926652864.0,45.84,30.29,0.0086,168481.0,17.377641684041635
Comcast Corp.,CMCSA,Communication Services,37.51,37.23,37.33,0.482,1.003,9.949602,147175358464.0,47.46,36.43,0.0332,20268547.0,27.749246430774434
Cme Group Inc.,CME,Financial Services,194.62,195.18,194.97,-0.18,0.527,22.19156,70075850752.0,223.8,180.11,0.0444,2126245.0,44.37329747209984
Cumulus Media Inc.,CMLS,Communication Services,1.87,1.8684,1.89,-1.058,1.474,,31576446.0,6.59,1.78,,39304.0,16.256812261782244
Chimerix Inc.,CMRX,Healthcare,0.8204,0.81,0.8175,0.355,1.194,,73532376.0,1.3,0.78,,241522.0,28.405963676724568
Comtech Telecommunications,CMTL,Technology,3.03,2.91,2.95,2.712,1.571,,86334096.0,13.04,1.53,0.051599998,2447903.0,43.01849295981754
Chinanet Online Holdings,CNET,Communication Services,0.8,0.7237,0.79,1.266,0.527,,5763608.0,1.45,0.65,,18037.0,48.42634639504009
Conmed Corp.,CNMD,Healthcare,64.09,66.1,66.1,-3.041,1.425,24.555555,1974016768.0,137.86,61.05,0.0121,503234.0,26.643624995761115
Connectone Bancorp Inc.,CNOB,Financial Services,18.51,18.2,18.2,1.703,1.256,9.793651,709545664.0,24.44,14.51,0.0396,151577.0,51.25901513787252
Consolidated Communications Holdings,CNSL,Communication Services,4.39,4.4,4.41,-0.454,1.008,,519907680.0,4.65,2.93,,536783.0,52.27329909038412
Century Casinos,CNTY,Consumer Cyclical,2.35,2.41,2.42,-2.893,2.644,,72104104.0,8.01,2.35,,196460.0,30.95150780374786
Corinthian Colleges,COCO,Consumer Defensive,28.25,28.53,28.52,-0.947,0.222,31.043955,1601323008.0,33.29,19.41,,591278.0,74.71733022963492
Coherent,COHR,Technology,75.11,77.24,76.55,-1.881,1.646,,11451344896.0,77.49,28.47,,2111326.0,71.76079422744459
Cohu,COHU,Technology,34.81,34.16,34.21,1.754,1.585,,1639060224.0,43.99,28.57,,291155.0,78.582293021214
Coca-Cola Bottling Co. Consolidated,COKE,Consumer Defensive,1076.86,1086.36,1089.25,-1.137,0.775,22.166735,9434025984.0,1134.49,614.22,0.0018000001,66824.0,71.6245894192007
Columbia Banking System,COLB,Financial Services,20.16,19.48,19.57,3.015,0.88,8.195122,4221060352.0,28.12,17.08,0.0736,2033239.0,51.20884407288078
Columbia Sportswear Company,COLM,Consumer Cyclical,78.2,79.55,79.59,-1.746,0.936,19.261084,4623496704.0,87.23,66.01,0.0150999995,476873.0,36.590437201036075
Conn's,CONN,Consumer Cyclical,0.66,0.63,0.6624,-0.362,2.223,,16424761.0,5.26,0.52,,246106.0,10.455912104400397
Majesco Entertainment Company,COOL,Financial Services,11.1,11.2,11.2,-0.893,-0.016,,113937064.0,13.7,10.61,0.1459,2974.0,82.52918114755735
Corcept Therapeutics Inc.,CORT,Healthcare,29.9,29.64,29.51,1.322,0.438,28.47619,3112948736.0,35.22,20.84,,1183547.0,58.70927127265265
Costco Wholesale Corp.,COST,Consumer Defensive,886.85,883.85,880.84,0.682,0.769,55.015503,393171632128.0,896.57,526.15,0.0053,1761334.0,71.28525050665596
Canterbury Park Holding Corp.,CPHC,Consumer Cyclical,21.098,21.0,21.25,-0.715,-0.28,11.919774,105126480.0,30.25,14.27,0.013200001,2708.0,57.69162305452857
Cumberland Pharmaceuticals Inc.,CPIX,Healthcare,1.49,1.5,1.48,0.676,0.23,,21144888.0,2.36,1.38,,8334.0,72.15948347962721
Capital Product Partners L.P.,CPLP,Industrials,16.9,16.75,16.47,2.611,0.866,7.444934,930160768.0,18.85,12.7,0.0364,26331.0,63.77321775848845
Copart,CPRT,Industrials,54.44,55.0,54.79,-0.639,1.275,38.06993,52387500032.0,58.58,42.41,,4238985.0,44.89719268728061
Catalyst Pharmaceutical Partners,CPRX,Healthcare,15.61,15.37,15.45,1.036,0.703,27.875,1843775104.0,17.5,11.55,,1232657.0,48.93385523422492
Consumer Portfolio Services,CPSS,Financial Services,9.44,9.41,9.48,-0.422,2.025,6.5103445,198442000.0,13.75,7.03,,34068.0,66.13240085560824
Compuware Corp.,CPWR,Utilities,0.0062,0.0062,0.0062,0.0,-16.669,,1143094.0,0.0444,0.0002,,74501.0,25.08932967140089
Cra Internationalinc.,CRAI,Industrials,169.19,171.97,171.97,-1.617,1.166,27.736067,1170050432.0,187.1,81.29,0.0098,35854.0,30.940646962191607
China Recycling Energy Corp.,CREG,Utilities,0.99,1.06,1.06,-6.604,0.639,,8303714.0,2.0,0.8,,36326.0,62.57883854013764
Cresud S.A.C.I.F. Y A.,CRESY,Industrials,8.21,8.17,8.155,0.674,1.279,,712628800.0,10.75,6.16,0.094799995,176875.0,49.38878632451465
Curis,CRIS,Healthcare,6.85,6.74,6.665,2.776,3.354,,40374448.0,17.49,0.38,,26921.0,65.50747205149531
America's Car-Mart,CRMT,Consumer Cyclical,59.82,61.0,61.29,-2.398,1.694,,382529760.0,127.96,55.0,,69134.0,55.695637632365504
Ceragon Networks Ltd,CRNT,Technology,2.54,2.53,2.44,4.098,1.402,50.8,217527120.0,3.38,1.56,,378090.0,52.36479797884182
Crocs,CROX,Consumer Cyclical,143.25,144.5,144.52,-0.879,2.001,11.096049,8695632896.0,165.32,74.0,,1185255.0,35.67772551448802
Cirrus Logic,CRUS,Technology,135.46,131.49,130.43,3.856,0.941,27.6449,7240432128.0,138.63,65.02,,470749.0,79.00122938378651
Corvel,CRVL,Financial Services,250.37,256.2,256.2,-2.276,1.084,56.773243,4297425920.0,281.41,187.92,,36806.0,65.36325695112788
Crown Crafts,CRWS,Consumer Cyclical,4.8895,4.86,4.92,-0.62,0.825,10.186459,50414168.0,5.97,4.11,0.0654,10404.0,43.84166723209127
Cisco Systems,CSCO,Technology,45.8,46.0,46.06,-0.564,0.844,15.472973,184519491584.0,58.19,44.95,0.0347,19387722.0,34.97185801124132
Costar Group,CSGP,Real Estate,71.59,72.66,72.63,-1.432,0.813,99.43055,29244870656.0,100.38,67.35,,2337967.0,37.92714819518275
Csg Systems International,CSGS,Technology,40.08,40.39,40.49,-1.013,0.816,18.218182,1189814912.0,69.35,39.56,0.0296,313996.0,65.03139846721831
Canadian Solar Inc.,CSIQ,Technology,15.64,15.53,15.53,0.708,1.283,5.4494777,1034975488.0,39.07,13.8,,1865314.0,55.66797978029252
Csp Inc.,CSPI,Technology,15.21,15.715,15.48,-1.744,1.384,27.160715,148356816.0,29.925,4.91,0.0061000003,67544.0,60.65987894805518
Calamos Strategic Total Return Fund,CSQ,Financial Services,17.24,17.31,17.22,0.116,1.348,5.689769,2764778752.0,17.31,12.5,0.0714,182585.0,84.33257479493108
Caesarstone Sdot-Yam Ltd.,CSTE,Industrials,5.35,5.23,5.23,2.294,0.139,,184768672.0,6.81,3.5,,148450.0,38.99988777988899
Capital Southwest Corp.,CSWC,Financial Services,26.61,26.97,26.95,-1.262,1.289,12.980489,1220172288.0,27.22,20.27,0.0935,289760.0,58.36183048569886
Cintas Corp.,CTAS,Industrials,711.3,711.0,711.035,0.037,1.305,49.021362,72170627072.0,719.98,474.74,0.0076,391736.0,67.51119938240058
Community Trust Bancorp,CTBI,Financial Services,41.94,41.9,41.9,0.095,0.675,9.708333,756014592.0,45.74,33.48,0.043899998,44783.0,55.82876004364732
Charles & Colvard Ltd,CTHR,Consumer Cyclical,1.85,1.79,1.78,3.933,1.451,,5696945.0,9.6,1.53,,23873.0,37.256852164015065
Citi Trends,CTRN,Consumer Cyclical,18.84,19.33,19.4,-2.887,2.389,,161935456.0,32.9,17.15,,142578.0,15.316743177771016
Cognizant Technology Solutions,CTSH,Technology,66.89,67.5,67.55,-0.977,1.054,16.040768,33257641984.0,80.09,62.14,0.0178,3657760.0,38.61226731746718
The Herzfeld Caribbean Basin Fund,CUBA,Financial Services,2.33,2.31,2.33,0.0,1.265,2.1574073,35260588.0,4.14,2.25,0.23040001,45547.0,22.579359345560363
Customers Bancorp,CUBI,Financial Services,49.51,47.88,48.06,3.017,1.659,6.90516,1567090432.0,60.09,31.16,,339631.0,62.77024070844723
Cutera,CUTR,Healthcare,1.41,1.43,1.38,2.174,1.322,,28545450.0,21.41,1.28,,724021.0,21.960396705887263
Cvb Financial Corp.,CVBF,Financial Services,17.17,16.67,16.72,2.691,0.467,11.296053,2397618688.0,21.77,13.47,0.0478,663873.0,51.063622708051874
Cavco Industries,CVCO,Consumer Cyclical,343.8,343.81,344.4,-0.174,1.233,18.725489,2845202688.0,400.99,233.84,,64252.0,32.329006237671635
Commercial Vehicle Group,CVGI,Consumer Cyclical,4.63,4.74,4.73,-2.114,2.519,3.5615387,159169216.0,11.96,4.46,,130186.0,27.45862855895014
Calavo Growers,CVGW,Consumer Defensive,21.69,22.25,22.34,-2.91,0.548,,386084192.0,38.97,21.34,0.0179,200581.0,70.83631374997663
Commvault Systems,CVLT,Technology,119.99,122.55,122.05,-1.688,0.611,31.997334,5251674112.0,126.93,63.7,,363681.0,39.47772101012966
Codorus Valley Bancorp Inc,CVLY,Financial Services,24.04,23.48,24.04,0.0,0.554,10.452174,232283632.0,25.88,17.62,0.028299998,54026.0,90.64478394391404
Cvd Equipment Corp.,CVV,Industrials,3.91,4.0,4.0,-2.25,1.396,,26687080.0,8.67,3.68,,14075.0,51.31055514410435
Community West Bancshares,CWBC,Financial Services,17.91,17.79,17.81,0.561,0.868,9.526596,337965280.0,24.47,13.55,0.027,60342.0,61.22099183103727
Consolidated Water Co. Ltd,CWCO,Utilities,25.06,24.68,24.73,1.334,0.173,11.933333,396672224.0,38.29,19.07,0.0154,135349.0,61.90134785146903
Casella Waste Systems,CWST,Industrials,100.29,100.44,100.06,0.23,0.983,313.40625,5827671552.0,101.99,72.97,,265285.0,48.28378072488091
Cyanotech Corp.,CYAN,Consumer Defensive,0.39,0.375,0.3795,2.767,-0.002,,2709868.0,1.04,0.12,,2996.0,38.65794589404802
Cyclacel Pharmaceuticals,CYCC,Healthcare,1.51,1.59,1.57,-3.822,0.588,,2209522.0,13.2,1.3,,909157.0,33.80451114681915
Cyclacel Pharmaceuticals,CYCCP,Healthcare,8.45,8.45,8.48,-0.354,0.588,,16067421.0,22.2,5.25,0.071,2563.0,52.08943183562912
Cytokinetics Inc.,CYTK,Healthcare,54.86,56.24,56.67,-3.194,0.753,,6428714496.0,110.25,25.98,,2025644.0,41.702285392014076
Citizens & Northern Corp,CZNC,Financial Services,17.11,16.93,16.97,0.825,0.46,11.256579,263085088.0,23.5,16.5,0.066,24516.0,46.362682022706494
Caesars Entertainment Corporati,CZR,Consumer Cyclical,36.81,37.46,37.66,-2.257,2.985,10.398306,7952910848.0,60.27,31.74,,4585396.0,53.180008409840745
Citizens Community Bancorp,CZWI,Financial Services,11.08,11.06,11.15,-0.628,1.071,8.589148,115301800.0,12.61,8.47,0.0287,6408.0,22.87312293718169
Data I/O Corp.,DAIO,Technology,2.82,2.7499,2.74,2.92,0.993,,25450894.0,4.8,2.64,,20822.0,45.25436972340943
Daktronics,DAKT,Technology,13.67,13.68,13.72,-0.364,1.128,18.472973,632871808.0,14.58,5.99,,450536.0,66.55105417276357
Famous Dave's Of America,DAVE,Technology,34.59,31.85,31.98,8.161,2.832,,426729920.0,63.5,4.72,,222488.0,37.55761124734078
Dime Community Bancshares,DCOM,Financial Services,19.97,19.68,19.72,1.268,1.105,11.219101,778232896.0,27.91,17.29,0.0507,187118.0,60.766401016762984
Delcath Systems,DCTH,Healthcare,8.16,7.91,7.91,3.161,0.643,,226732128.0,9.18,2.25,,270580.0,73.93891311730592
Deckers Outdoor Corp.,DECK,Consumer Cyclical,939.05,949.71,952.7,-1.433,1.064,32.21441,23891779584.0,1106.89,484.02,,352506.0,18.77099382043842
Dell Inc.,DELL,Technology,145.74,146.06,145.97,-0.158,0.978,29.803682,103373971456.0,179.7,52.05,0.012200001,13128318.0,56.28527389347144
Denny's Corp.,DENN,Consumer Cyclical,6.49,6.6,6.59,-1.517,2.015,15.093022,337600704.0,12.17,6.33,,613062.0,31.268265615546895
Donegal Group,DGICA,Financial Services,12.79,12.9,12.79,0.0,-0.07,79.9375,418569376.0,15.3,12.26,0.0539,54240.0,48.192364808467325
Donegal Group,DGICB,Financial Services,11.2599,11.2599,11.09,1.532,-0.07,70.374374,418568768.0,16.0,10.75,0.0551,1126.0,21.750752412673563
Digi International Inc.,DGII,Technology,22.44,22.6,22.75,-1.363,1.073,59.052635,816246016.0,42.95,21.25,,210252.0,39.85389784737607
Digital Ally,DGLY,Communication Services,2.12,2.11,2.19,-3.196,0.864,,6105239.0,4.4,1.73,,13680.0,20.68056884262748
Diamond Hill Investment Group,DHIL,Financial Services,139.35,139.75,140.88,-1.086,0.947,9.453868,386402240.0,188.28,135.44,0.042600002,18345.0,33.671493597202456
Diodes Inc.,DIOD,Technology,77.3,77.86,77.49,-0.245,1.357,21.06267,3565300224.0,96.69,60.0,,313280.0,71.79261923953291
Daily Journal Corp. [S.C.],DJCO,Technology,387.0,389.32,403.92,-4.189,0.954,23.94802,532910624.0,411.0,282.5,,8662.0,57.06530653563694
Dlh Holdings Corp,DLHC,Industrials,10.81,10.93,10.84,-0.277,1.183,51.476192,153857648.0,17.58,9.55,,63760.0,36.38863944113334
Dollar Tree,DLTR,Consumer Defensive,104.03,106.41,106.72,-2.521,0.886,,22360623104.0,154.96,101.85,,2667795.0,30.781835824822608
Dorchester Minerals L.P.,DMLP,Energy,31.68,31.4,31.62,0.19,1.086,12.27907,1270006912.0,35.74,27.16,0.1047,61224.0,42.13577003148652
Digimarc Corp.,DMRC,Technology,30.8,30.79,30.88,-0.259,1.725,,658297600.0,43.43,21.0,,157380.0,51.24007419148233
Dorman Products,DORM,Consumer Cyclical,87.27,89.47,90.1,-3.141,0.819,17.559357,2691930368.0,98.55,60.01,,116193.0,48.298891466981836
Durect Corp.,DRRX,Healthcare,1.23,1.22,1.26,-2.381,1.033,,38178464.0,5.28,0.47,,162070.0,47.56601688064945
The Descartes Systems Group Inc.,DSGX,Technology,100.27,99.8,99.92,0.35,0.752,71.62143,8566787584.0,100.72,69.59,,191413.0,79.34864206988291
Deswell Industries,DSWL,Technology,2.42,2.466,2.45,-1.224,0.467,5.041667,38563184.0,2.88,2.12,0.081999995,8177.0,18.199249760344443
Dynavax Technologies Corp.,DVAX,Healthcare,10.98,11.15,11.18,-1.789,1.276,156.85713,1437194112.0,15.15,10.48,,2268300.0,35.65415546357325
Dawson Geophysical Company,DWSN,Energy,1.9,1.9,1.9,0.0,0.808,,58543368.0,2.65,1.27,,21762.0,38.93688770216201
Dexcom,DXCM,Healthcare,110.84,111.32,110.97,-0.117,1.158,71.97402,44079292416.0,142.0,74.75,,2775418.0,43.437311534699816
